ticket_id,text,text_clean,category,language,channel,annotator_confidence
LBL-00559,"Don Allah, taimaka da wannan matsalar da sauri.","Don Allah, taimaka da wannan matsalar da sauri.",account,ha,social,0.78
LBL-03906,Your help centre articles are outdated and not helpful!!!,Your help centre articles are outdated and not helpful!!!,feedback,en,email,0.91
LBL-00485,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,social,0.96
LBL-01321,My payment keeps failing even though my card is valid!!!,My payment keeps failing even though my card is valid!!!,billing,en,email,0.85
LBL-03405,The delivery driver did not knock — just marked it as delivered. ❌❌,The delivery driver did not knock — just marked it as delivered. ❌❌,delivery,en,chat,0.79
LBL-00008,TWO-FACTOR AUTHENTICATION IS NOT WORKING ON MY ACCOUNT. 😭,TWO-FACTOR AUTHENTICATION IS NOT WORKING ON MY ACCOUNT. 😭,account,en,chat,0.74
LBL-03280,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,social,0.92
LBL-03190,The app is extremely slow — every action takes 17 seconds.,The app is extremely slow — every action takes 17 seconds.,technical,en,social,0.84
LBL-01451,My invoice shows ₦500 but we agreed on ₦400. 👎👎,My invoice shows ₦500 but we agreed on ₦400. 👎👎,billing,en,chat,0.77
LBL-03981,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,email,0.99
LBL-01815,"The refund of ₦25,000 I requested 6 days ago has not arrived.","The refund of ₦25,000 I requested 6 days ago has not arrived.",billing,en,social,0.86
LBL-00774,I no fit enter my account at all at all. Password reset no dey work!!!,I no fit enter my account at all at all. Password reset no dey work!!!,account,pcm,chat,0.96
LBL-01012,Account locked after 4 failed login attempts. Please help.,Account locked after 4 failed login attempts. Please help.,account,en,chat,0.9
LBL-02819,Abeg my account has been locked for 3 days. I can't login at all.,Abeg my account has been locked for 3 days. I can't login at all.,technical,mixed,social,0.96
LBL-03276,The tracking page shows 'delivered' but nothing arrived.,The tracking page shows 'delivered' but nothing arrived.,delivery,en,social,0.85
LBL-01992,"I was charged ₦50,000 twice this month. Please reverse one charge.","I was charged ₦50,000 twice this month. Please reverse one charge.",billing,en,chat,0.84
LBL-01278,"I did not authorise a charge of ₦10,000 on my account.","I did not authorise a charge of ₦10,000 on my account.",billing,en,email,0.73
LBL-01784,The refund wey I request since 4 days never reach me.,The refund wey I request since 4 days never reach me.,billing,pcm,social,0.86
LBL-03106,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,email,0.78
LBL-00447,I cannot reset my password. The link expires immediately!!!,I cannot reset my password. The link expires immediately!!!,account,en,chat,0.82
LBL-00881,Two-factor authentication is not working on my account.,Two-factor authentication is not working on my account.,account,en,email,0.81
LBL-04460,The live chat support was excellent today. Thank you!!!,The live chat support was excellent today. Thank you!!!,feedback,en,social,0.87
LBL-00782,Two-factor code no dey reach my phone. I no fit login. please,Two-factor code no dey reach my phone. I no fit login. please,account,pcm,social,0.96
LBL-01750,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,social,0.95
LBL-03389,The app dey crash every time on my Tecno Camon 20. Very frustrating.,The app dey crash every time on my Tecno Camon 20. Very frustrating.,delivery,mixed,social,0.77
LBL-04882,I have been waiting 1 days. This is completely unacceptable.,I have been waiting 1 days. This is completely unacceptable.,abuse,en,chat,0.95
LBL-00884,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,social,0.87
LBL-02945,The app crashes every time I open it on Android 13.,The app crashes every time I open it on Android 13.,technical,en,email,0.83
LBL-01092,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,email,0.99
LBL-04784,I will destroy your reputation online if this is not fixed today.,I will destroy your reputation online if this is not fixed today.,abuse,en,social,0.76
LBL-00532,Ẹ jọ̀ọ́ dahùn sí ìbéèrè mi ní kíákíá.,Ẹ jọ̀ọ́ dahùn sí ìbéèrè mi ní kíákíá.,account,yo,chat,0.87
LBL-04023,My delivery never came o. Order ORD-865337 is 10 days overdue.,My delivery never came o. Order ORD-865337 is 10 days overdue.,feedback,mixed,chat,0.95
LBL-04422,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,pcm,chat,0.94
LBL-04099,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,pcm,chat,0.93
LBL-01728,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,social,0.87
LBL-00611,Two-factor authentication is not working on my account.,Two-factor authentication is not working on my account.,account,en,email,0.98
LBL-00571,Account locked after 4 failed login attempts. Please help.,Account locked after 4 failed login attempts. Please help.,account,en,chat,0.74
LBL-02672,I keep getting an error code ERR-361 when I try to submit the form.,I keep getting an error code ERR-361 when I try to submit the form.,technical,en,chat,0.98
LBL-03719,Aikace-aikacen ya lalace a Infinix Hot 30 na.,Aikace-aikacen ya lalace a Infinix Hot 30 na.,delivery,ha,social,0.77
LBL-00344,MY PROFILE PICTURE AND SETTINGS WERE DELETED WITHOUT WARNING.,MY PROFILE PICTURE AND SETTINGS WERE DELETED WITHOUT WARNING.,account,en,email,1.0
LBL-03001,The website does not load on Opera Mini. I have cleared my cache.,The website does not load on Opera Mini. I have cleared my cache.,technical,en,chat,0.74
LBL-03140,VIDEO CALLS KEEP DROPPING AFTER 9 MINUTES. 👎👎,VIDEO CALLS KEEP DROPPING AFTER 9 MINUTES. 👎👎,technical,en,email,0.75
LBL-00435,My account keeps logging me out every 9 hours.,My account keeps logging me out every 9 hours.,account,en,email,0.81
LBL-01904,I was charged ₦500 twice this month. Please reverse one charge.,I was charged ₦500 twice this month. Please reverse one charge.,billing,en,chat,0.91
LBL-03805,My order ORD-924026 was supposed to arrive 10 days ago.,My order ORD-924026 was supposed to arrive 10 days ago.,delivery,en,email,0.95
LBL-04777,I will destroy your reputation online if this is not fixed today.,I will destroy your reputation online if this is not fixed today.,abuse,en,chat,0.83
LBL-02070,"I need receipt for ₦2,500 wey I pay. Make una send am.","I need receipt for ₦2,500 wey I pay. Make una send am.",billing,pcm,social,0.86
LBL-01538,"Una charge me ₦10,000 two times this month. Abeg refund one.","Una charge me ₦10,000 two times this month. Abeg refund one.",billing,pcm,email,0.86
LBL-02253,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,email,0.98
LBL-02347,Error code ERR-605 keeps showing when I try to upload my documents.,Error code ERR-605 keeps showing when I try to upload my documents.,technical,mixed,social,0.8
LBL-01518,Una take ₦500 from my account wey I no authorise.,Una take ₦500 from my account wey I no authorise.,billing,pcm,email,0.91
LBL-00966,I no fit enter my account at all at all. Password reset no dey work.,I no fit enter my account at all at all. Password reset no dey work.,account,pcm,social,0.95
LBL-04407,The pricing is too high compared to your competitors. 💔💔,The pricing is too high compared to your competitors. 💔💔,feedback,en,chat,0.85
LBL-00529,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,email,0.81
LBL-00177,Mi ò gbọ́ àwọn ìfitónilétí mọ́ lẹ́yìn ìmúdójúìwọ̀n!!!,Mi ò gbọ́ àwọn ìfitónilétí mọ́ lẹ́yìn ìmúdójúìwọ̀n!!!,account,yo,email,0.82
LBL-03483,MY PARCEL ARRIVED DAMAGED. I NEED A REPLACEMENT OR REFUND.,MY PARCEL ARRIVED DAMAGED. I NEED A REPLACEMENT OR REFUND.,delivery,pcm,social,0.85
LBL-02544,Video calls keep dropping after 19 minutes!!!,Video calls keep dropping after 19 minutes!!!,technical,en,email,0.79
LBL-04936,The worst company I have ever dealt with. Absolutely disgusting.,The worst company I have ever dealt with. Absolutely disgusting.,abuse,en,social,0.96
LBL-00573,E DEY LOG ME OUT EVERY TIME. THE SESSION NO DEY LAST.,E DEY LOG ME OUT EVERY TIME. THE SESSION NO DEY LAST.,account,pcm,email,0.76
LBL-02300,Aikace-aikacen ya lalace a Android 13 na!!!,Aikace-aikacen ya lalace a Android 13 na!!!,technical,ha,email,0.75
LBL-03509,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,en,email,0.88
LBL-02460,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,email,0.74
LBL-03610,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,pcm,email,0.76
LBL-04555,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,chat,0.91
LBL-02209,Upload button no dey do anything. I can't send my documents.,Upload button no dey do anything. I can't send my documents.,technical,pcm,chat,0.95
LBL-04721,You are thieves. I am reporting you to the consumer protection agency!!!,You are thieves. I am reporting you to the consumer protection agency!!!,abuse,en,email,0.81
LBL-02756,I KEEP GETTING AN ERROR CODE ERR-819 WHEN I TRY TO SUBMIT THE FORM. ❌,I KEEP GETTING AN ERROR CODE ERR-819 WHEN I TRY TO SUBMIT THE FORM. ❌,technical,en,email,0.93
LBL-00384,I CANNOT ACCESS MY ACCOUNT. THE PASSWORD RESET EMAIL NEVER ARRIVES!!!,I CANNOT ACCESS MY ACCOUNT. THE PASSWORD RESET EMAIL NEVER ARRIVES!!!,account,en,email,0.97
LBL-00853,I cannot reset my password. The link expires immediately. 😤😤,I cannot reset my password. The link expires immediately. 😤😤,account,en,social,0.75
LBL-01881,E charge me yearly rate but I wan pay monthly. E don do.,E charge me yearly rate but I wan pay monthly. E don do.,billing,pcm,social,0.96
LBL-00371,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,chat,0.93
LBL-02379,Abeg my account has been locked for 2 days. I can't login at all.,Abeg my account has been locked for 2 days. I can't login at all.,technical,mixed,chat,0.8
LBL-04324,I have been a customer for 6 years and the quality is declining.,I have been a customer for 6 years and the quality is declining.,feedback,pcm,chat,0.85
LBL-01106,Account locked after 4 failed login attempts. Please help!!!,Account locked after 4 failed login attempts. Please help!!!,account,en,chat,0.78
LBL-03414,I received the wrong item in my order ORD-963698.,I received the wrong item in my order ORD-963698.,delivery,pcm,social,0.82
LBL-03947,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,en,email,0.79
LBL-01337,"I did not authorise a charge of ₦2,500 on my account.","I did not authorise a charge of ₦2,500 on my account.",billing,en,email,0.89
LBL-02190,My payment keeps failing even though my card is valid.,My payment keeps failing even though my card is valid.,billing,en,chat,0.77
LBL-04595,I have been a customer for 5 years and the quality is declining.,I have been a customer for 5 years and the quality is declining.,feedback,en,social,0.76
LBL-02320,The website does not load on Firefox. I have cleared my cache!!!,The website does not load on Firefox. I have cleared my cache!!!,technical,en,email,0.72
LBL-04706,Your staff are incompetent and rude. I am done with this company. 😤,Your staff are incompetent and rude. I am done with this company. 😤,abuse,en,email,0.8
LBL-03711,My delivery never came o. Order ORD-169782 is 5 days overdue. oya,My delivery never came o. Order ORD-169782 is 5 days overdue. oya,delivery,mixed,social,0.89
LBL-04849,This is absolute rubbish. Your company is a absolute disgrace.,This is absolute rubbish. Your company is a absolute disgrace.,abuse,en,email,0.82
LBL-01172,My delivery never came o. Order ORD-782078 is 9 days overdue.,My delivery never came o. Order ORD-782078 is 9 days overdue.,account,mixed,chat,0.79
LBL-04326,I LOVE THE NEW FEATURES BUT THE PERFORMANCE HAS GOT WORSE.,I LOVE THE NEW FEATURES BUT THE PERFORMANCE HAS GOT WORSE.,feedback,pcm,email,0.78
LBL-02695,Notifications stopped working after the last update. 😰😰,Notifications stopped working after the last update. 😰😰,technical,en,social,0.87
LBL-01423,I WAS CHARGED THE ANNUAL RATE INSTEAD OF MONTHLY. PLEASE CORRECT THIS.,I WAS CHARGED THE ANNUAL RATE INSTEAD OF MONTHLY. PLEASE CORRECT THIS.,billing,en,social,0.93
LBL-02342,Website no dey open for Firefox. I don clear cache!!!,Website no dey open for Firefox. I don clear cache!!!,technical,pcm,email,0.75
LBL-02652,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,chat,0.86
LBL-04156,YOUR HELP CENTRE ARTICLES ARE OUTDATED AND NOT HELPFUL.,YOUR HELP CENTRE ARTICLES ARE OUTDATED AND NOT HELPFUL.,feedback,en,email,0.72
LBL-01465,"I need an invoice for ₦5,000 paid on 14 September 2025 for tax purposes.","I need an invoice for ₦5,000 paid on 14 September 2025 for tax purposes.",billing,en,chat,0.93
LBL-00875,My account suspend without reason. Abeg e don do.,My account suspend without reason. Abeg e don do.,account,pcm,chat,0.79
LBL-03340,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,social,0.96
LBL-04341,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,pcm,social,0.9
LBL-01252,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,email,0.74
LBL-02349,The website does not load on Firefox. I have cleared my cache.,The website does not load on Firefox. I have cleared my cache.,technical,en,chat,0.72
LBL-00841,MY ACCOUNT SUSPEND WITHOUT REASON. ABEG E DON DO.,MY ACCOUNT SUSPEND WITHOUT REASON. ABEG E DON DO.,account,pcm,email,0.91
LBL-04569,The pricing is too high compared to your competitors.,The pricing is too high compared to your competitors.,feedback,en,email,0.91
LBL-00582,My account has been locked for 11 days and I cannot log in.,My account has been locked for 11 days and I cannot log in.,account,en,chat,0.85
LBL-00205,This is unacceptable! 14 days and my issue has not been resolved.,This is unacceptable! 14 days and my issue has not been resolved.,account,mixed,chat,0.87
LBL-01642,E charge me yearly rate but I wan pay monthly. E don do.,E charge me yearly rate but I wan pay monthly. E don do.,billing,pcm,chat,0.79
LBL-02015,My bank shows a charge from your company but I have no receipt!!!,My bank shows a charge from your company but I have no receipt!!!,billing,en,email,0.88
LBL-00906,THE APP IS EXTREMELY SLOW — E DEY DO 11 SECONDS FOR SIMPLE TASK.,THE APP IS EXTREMELY SLOW — E DEY DO 11 SECONDS FOR SIMPLE TASK.,account,mixed,chat,0.99
LBL-00632,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,email,0.76
LBL-03365,My package was delivered to the wrong address. please,My package was delivered to the wrong address. please,delivery,pcm,email,0.83
LBL-01975,I cancelled my subscription 7 days ago but was still charged!!!,I cancelled my subscription 7 days ago but was still charged!!!,billing,en,email,0.87
LBL-00163,E dey log me out every time. The session no dey last.,E dey log me out every time. The session no dey last.,account,pcm,email,0.88
LBL-03173,Error ERR-248 dey show every time. I no sabi wetin am mean.,Error ERR-248 dey show every time. I no sabi wetin am mean.,technical,pcm,social,0.8
LBL-03613,I received the wrong item in my order ORD-979199.,I received the wrong item in my order ORD-979199.,delivery,pcm,email,0.94
LBL-04676,This thing don do. Una don waste my time for 8 days.,This thing don do. Una don waste my time for 8 days.,abuse,pcm,email,0.97
LBL-00618,My account has been locked for 11 days and I cannot log in.,My account has been locked for 11 days and I cannot log in.,account,en,email,0.85
LBL-04069,THE PRODUCT IS EXCELLENT BUT THE MOBILE APP NEEDS IMPROVEMENT.,THE PRODUCT IS EXCELLENT BUT THE MOBILE APP NEEDS IMPROVEMENT.,feedback,en,chat,0.85
LBL-01432,"I was charged ₦25,000 twice this month. Please reverse one charge.","I was charged ₦25,000 twice this month. Please reverse one charge.",billing,en,chat,0.77
LBL-00548,My account suspend without reason. Abeg e don do.,My account suspend without reason. Abeg e don do.,account,pcm,chat,0.94
LBL-03335,My express delivery took 14 days instead of next-day.,My express delivery took 14 days instead of next-day.,delivery,en,email,0.83
LBL-04547,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,pcm,social,0.84
LBL-04224,"I was charged ₦25,000 twice — una don double charge me this month.","I was charged ₦25,000 twice — una don double charge me this month.",feedback,mixed,email,0.88
LBL-02388,Notifications stopped working after the last update.,Notifications stopped working after the last update.,technical,en,email,0.76
LBL-04244,Abeg my account has been locked for 11 days. I can't login at all. oya,Abeg my account has been locked for 11 days. I can't login at all. oya,feedback,mixed,email,0.91
LBL-03996,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,pcm,email,0.8
LBL-04066,The pricing is too high compared to your competitors!!!,The pricing is too high compared to your competitors!!!,feedback,en,social,0.86
LBL-01862,I cancelled my subscription 9 days ago but was still charged!!!,I cancelled my subscription 9 days ago but was still charged!!!,billing,en,chat,0.91
LBL-00641,I no fit change my email for account settings. System dey give error.,I no fit change my email for account settings. System dey give error.,account,pcm,email,0.79
LBL-03903,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,pcm,email,0.77
LBL-00638,My account keeps logging me out every 37 hours. ❌❌,My account keeps logging me out every 37 hours. ❌❌,account,en,email,0.92
LBL-04263,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,en,chat,0.83
LBL-03911,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,en,email,0.92
LBL-02987,Video calls keep dropping after 13 minutes!!!,Video calls keep dropping after 13 minutes!!!,technical,en,email,0.76
LBL-02097,"I need an invoice for ₦5,000 paid on 30 January 2025 for tax purposes!!!","I need an invoice for ₦5,000 paid on 30 January 2025 for tax purposes!!!",billing,en,chat,0.85
LBL-04612,Una customer service no pick call. I've been waiting 11 days for response.,Una customer service no pick call. I've been waiting 11 days for response.,abuse,mixed,email,0.92
LBL-03076,THE APP CRASHES EVERY TIME I OPEN IT ON INFINIX HOT 30.,THE APP CRASHES EVERY TIME I OPEN IT ON INFINIX HOT 30.,technical,en,chat,0.79
LBL-03675,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,pcm,chat,0.86
LBL-02842,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,social,0.83
LBL-00922,I cannot reset my password. The link expires immediately.,I cannot reset my password. The link expires immediately.,account,en,email,0.88
LBL-00547,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,social,0.84
LBL-03667,My order ORD-927795 was supposed to arrive 12 days ago.,My order ORD-927795 was supposed to arrive 12 days ago.,delivery,pcm,chat,0.97
LBL-01901,My bank shows a charge from your company but I have no receipt. 🙏,My bank shows a charge from your company but I have no receipt. 🙏,billing,en,email,0.8
LBL-02029,My payment keeps failing even though my card is valid.,My payment keeps failing even though my card is valid.,billing,en,chat,0.88
LBL-02302,Dark mode setting no dey save. E reset every time I open app. ❌❌,Dark mode setting no dey save. E reset every time I open app. ❌❌,technical,pcm,email,0.81
LBL-01886,Ìṣòro ìmọ̀ẹ̀rọ wà nínú ẹ̀rọ amúnisìn yín.,Ìṣòro ìmọ̀ẹ̀rọ wà nínú ẹ̀rọ amúnisìn yín.,billing,yo,chat,0.87
LBL-01643,I need an invoice for ₦500 paid on 11 March 2025 for tax purposes!!!,I need an invoice for ₦500 paid on 11 March 2025 for tax purposes!!!,billing,en,chat,0.86
LBL-03510,MY EXPRESS DELIVERY TOOK 12 DAYS INSTEAD OF NEXT-DAY.,MY EXPRESS DELIVERY TOOK 12 DAYS INSTEAD OF NEXT-DAY.,delivery,en,email,0.97
LBL-04810,"I was charged ₦5,000 twice — una don double charge me this month.","I was charged ₦5,000 twice — una don double charge me this month.",abuse,mixed,chat,0.84
LBL-02098,"My invoice shows ₦2,500 but we agreed on ₦2,000.","My invoice shows ₦2,500 but we agreed on ₦2,000.",billing,en,email,0.78
LBL-04358,"An cire ₦2,500 daga asusuna ba tare da izinina ba.","An cire ₦2,500 daga asusuna ba tare da izinina ba.",feedback,ha,chat,0.82
LBL-03789,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,email,0.89
LBL-04495,THE PASSWORD RESET LINK E NO DEY WORK. I'VE TRIED 3 TIMES!!!,THE PASSWORD RESET LINK E NO DEY WORK. I'VE TRIED 3 TIMES!!!,feedback,mixed,chat,0.76
LBL-04968,I don dey patient for 10 days. E don do for una.,I don dey patient for 10 days. E don do for una.,abuse,pcm,social,0.75
LBL-00837,Two-factor code no dey reach my phone. I no fit login.,Two-factor code no dey reach my phone. I no fit login.,account,pcm,social,0.87
LBL-00602,Ìṣòro ìmọ̀ẹ̀rọ wà nínú ẹ̀rọ amúnisìn yín.,Ìṣòro ìmọ̀ẹ̀rọ wà nínú ẹ̀rọ amúnisìn yín.,account,yo,chat,0.77
LBL-02185,The refund wey I request since 10 days never reach me.,The refund wey I request since 10 days never reach me.,billing,pcm,email,0.8
LBL-03866,I received the wrong item in my order ORD-713317.,I received the wrong item in my order ORD-713317.,delivery,en,chat,1.0
LBL-02482,Dark mode setting no dey save. E reset every time I open app. abeg,Dark mode setting no dey save. E reset every time I open app. abeg,technical,pcm,email,0.98
LBL-04308,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,en,email,0.79
LBL-01583,"My invoice shows ₦5,000 but we agreed on ₦20,000.","My invoice shows ₦5,000 but we agreed on ₦20,000.",billing,en,email,0.81
LBL-04267,Please add dark mode — many users have been asking for this. ❌,Please add dark mode — many users have been asking for this. ❌,feedback,en,social,1.0
LBL-02534,The app crashes every time I open it on Samsung S23!!!,The app crashes every time I open it on Samsung S23!!!,technical,en,chat,0.88
LBL-02726,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,email,0.75
LBL-01071,"Don Allah, taimaka da wannan matsalar da sauri.","Don Allah, taimaka da wannan matsalar da sauri.",account,ha,social,0.94
LBL-01776,"I need receipt for ₦2,500 wey I pay. Make una send am!!!","I need receipt for ₦2,500 wey I pay. Make una send am!!!",billing,pcm,email,0.77
LBL-04809,Your staff are incompetent and rude. I am done with this company.,Your staff are incompetent and rude. I am done with this company.,abuse,en,chat,0.86
LBL-01284,This is unacceptable! 1 days and my issue has not been resolved.,This is unacceptable! 1 days and my issue has not been resolved.,billing,mixed,social,0.91
LBL-03051,I keep getting an error code ERR-749 when I try to submit the form.,I keep getting an error code ERR-749 when I try to submit the form.,technical,en,email,0.83
LBL-04754,You have stolen my money. This is my final warning.,You have stolen my money. This is my final warning.,abuse,en,chat,0.78
LBL-01837,The app is extremely slow — e dey do 14 seconds for simple task!!! 😰😰,The app is extremely slow — e dey do 14 seconds for simple task!!! 😰😰,billing,mixed,chat,0.75
LBL-04243,I have been a customer for 8 years and the quality is declining.,I have been a customer for 8 years and the quality is declining.,feedback,en,email,0.92
LBL-01020,I don try 3 times to enter my account. E no gree.,I don try 3 times to enter my account. E no gree.,account,pcm,email,1.0
LBL-04134,Error code ERR-486 keeps showing when I try to upload my documents.,Error code ERR-486 keeps showing when I try to upload my documents.,feedback,mixed,chat,0.93
LBL-01327,My discount code no work at checkout. I pay full price.,My discount code no work at checkout. I pay full price.,billing,pcm,email,0.82
LBL-00476,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,email,0.84
LBL-04272,Error code ERR-450 keeps showing when I try to upload my documents. 😠,Error code ERR-450 keeps showing when I try to upload my documents. 😠,feedback,mixed,email,0.74
LBL-01652,I was charged the annual rate instead of monthly. Please correct this. 😠😠,I was charged the annual rate instead of monthly. Please correct this. 😠😠,billing,en,chat,1.0
LBL-03999,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.77
LBL-04468,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,social,0.88
LBL-02611,App don slow down die. Everything take 16 seconds.,App don slow down die. Everything take 16 seconds.,technical,pcm,chat,0.82
LBL-02477,App don slow down die. Everything take 11 seconds!!!,App don slow down die. Everything take 11 seconds!!!,technical,pcm,social,0.74
LBL-02584,The dark mode setting does not save between sessions.,The dark mode setting does not save between sessions.,technical,en,chat,0.78
LBL-01374,"I cancelled my subscription but una still charge ₦25,000 this month.","I cancelled my subscription but una still charge ₦25,000 this month.",billing,mixed,email,0.77
LBL-00740,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,social,0.93
LBL-03619,My order ORD-592152 was supposed to arrive 1 days ago!!! 😠,My order ORD-592152 was supposed to arrive 1 days ago!!! 😠,delivery,pcm,chat,0.83
LBL-02441,The app dey crash every time I open am for my iPhone 14.,The app dey crash every time I open am for my iPhone 14.,technical,pcm,email,0.88
LBL-00868,"Abeg refund my ₦25,000 — the service I paid for was not delivered.","Abeg refund my ₦25,000 — the service I paid for was not delivered.",account,mixed,email,0.87
LBL-01141,I cannot access my account. The password reset email never arrives. 😠,I cannot access my account. The password reset email never arrives. 😠,account,en,email,0.84
LBL-00998,TWO-FACTOR AUTHENTICATION IS NOT WORKING ON MY ACCOUNT. ❌,TWO-FACTOR AUTHENTICATION IS NOT WORKING ON MY ACCOUNT. ❌,account,en,chat,0.77
LBL-01338,"My invoice shows ₦500 but we agreed on ₦20,000.","My invoice shows ₦500 but we agreed on ₦20,000.",billing,en,chat,0.73
LBL-00542,The app is extremely slow — e dey do 15 seconds for simple task. 🙏🙏,The app is extremely slow — e dey do 15 seconds for simple task. 🙏🙏,account,mixed,chat,0.92
LBL-01100,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,social,0.76
LBL-01133,Two-factor code no dey reach my phone. I no fit login.,Two-factor code no dey reach my phone. I no fit login.,account,pcm,chat,0.88
LBL-04065,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,chat,0.78
LBL-02716,Notifications stopped working after the last update.,Notifications stopped working after the last update.,technical,en,social,0.95
LBL-02259,Video call dey cut off after 27 minutes every time. ❌❌,Video call dey cut off after 27 minutes every time. ❌❌,technical,pcm,social,0.89
LBL-04751,Fix this NOW or I will go to every review site and rate you zero.,Fix this NOW or I will go to every review site and rate you zero.,abuse,en,email,0.73
LBL-00060,My profile picture and settings were deleted without warning!!! 🙏🙏,My profile picture and settings were deleted without warning!!! 🙏🙏,account,en,chat,1.0
LBL-02884,App don slow down die. Everything take 19 seconds.,App don slow down die. Everything take 19 seconds.,technical,pcm,email,0.74
LBL-01939,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,chat,1.0
LBL-02577,THE APP CRASHES EVERY TIME I OPEN IT ON ANDROID 13.,THE APP CRASHES EVERY TIME I OPEN IT ON ANDROID 13.,technical,en,chat,0.99
LBL-04937,If una no fix this today e go bad for una. please,If una no fix this today e go bad for una. please,abuse,pcm,email,0.9
LBL-01079,I cannot access my account. The password reset email never arrives. 😡😡,I cannot access my account. The password reset email never arrives. 😡😡,account,en,chat,0.81
LBL-03250,My express delivery took 12 days instead of next-day.,My express delivery took 12 days instead of next-day.,delivery,en,email,0.92
LBL-03128,Account na ya kulle. Don Allah a taimake ni.,Account na ya kulle. Don Allah a taimake ni.,technical,ha,chat,0.82
LBL-02489,The app crashes every time I open it on Android 13.,The app crashes every time I open it on Android 13.,technical,en,email,0.87
LBL-00941,My profile don disappear. All my settings don go. oya,My profile don disappear. All my settings don go. oya,account,pcm,email,0.79
LBL-01081,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,social,0.89
LBL-00188,Account locked after 8 failed login attempts. Please help!!!,Account locked after 8 failed login attempts. Please help!!!,account,en,email,0.83
LBL-02635,Video call dey cut off after 7 minutes every time.,Video call dey cut off after 7 minutes every time.,technical,pcm,email,0.82
LBL-02086,THE REFUND WEY I REQUEST SINCE 10 DAYS NEVER REACH ME.,THE REFUND WEY I REQUEST SINCE 10 DAYS NEVER REACH ME.,billing,pcm,chat,0.75
LBL-02250,The app is extremely slow — every action takes 23 seconds. 😠,The app is extremely slow — every action takes 23 seconds. 😠,technical,en,email,0.76
LBL-04891,If una no fix this today e go bad for una.,If una no fix this today e go bad for una.,abuse,pcm,email,0.99
