post_id,text,language,sentiment,city,platform,date
SNT-00972,My ticket number is ORD-172353. Awaiting your response.,en,neutral,Lagos,twitter,2025-06-28
SNT-00973,Still not resolved after 6 days. This is unacceptable.,en,negative,Abuja,instagram,2025-06-03
SNT-00974,I am very disappointed with the level of service here.,en,negative,Kano,twitter,2025-06-01
SNT-00975,Requesting update on the refund process for order ORD-442048.,en,neutral,Abuja,instagram,2025-06-05
SNT-00976,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,twitter,2025-06-01
SNT-00977,I am very disappointed with the level of service here.,en,negative,Lagos,instagram,2025-06-06
SNT-00978,Finally sorted! The agent was very professional and helpful.,en,positive,Kano,twitter,2025-06-18
SNT-00979,I am very disappointed with the level of service here.,en,negative,Abuja,twitter,2025-06-14
SNT-00980,Please let me know the status of my request.,en,neutral,Port Harcourt,instagram,2025-06-14
SNT-00981,Outstanding customer support. Will definitely recommend.,en,positive,Port Harcourt,twitter,2025-06-26
SNT-00982,Still not resolved after 6 days. This is unacceptable.,en,negative,Port Harcourt,facebook,2025-06-13
SNT-00983,Abeg e don work now. Una try well well. God bless.,pcm,positive,Kano,facebook,2025-06-17
SNT-00984,My refund arrived. Thank you for the quick turnaround.,mixed,positive,Port Harcourt,instagram,2025-06-22
SNT-00985,Abeg e don work now. Una try well well. God bless.,pcm,positive,Port Harcourt,instagram,2025-06-13
SNT-00986,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Port Harcourt,instagram,2025-06-03
SNT-00987,Please let me know the status of my request.,en,neutral,Abuja,twitter,2025-06-02
SNT-00988,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-10
SNT-00989,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-07
SNT-00990,This is the worst customer service I have ever experienced.,pcm,negative,Lagos,twitter,2025-06-22
SNT-00991,My ticket number is ORD-726352. Awaiting your response.,en,neutral,Lagos,instagram,2025-06-10
SNT-00992,My ticket number is ORD-155206. Awaiting your response.,mixed,neutral,Lagos,twitter,2025-06-14
SNT-00993,Una don receive my email? I need status update.,en,neutral,Lagos,twitter,2025-06-24
SNT-00994,E no fix at all. Una be waste of time. Very bad experience.,mixed,negative,Lagos,twitter,2025-06-15
SNT-00995,Still waiting. No response. Very frustrated.,pcm,negative,Lagos,instagram,2025-06-10
SNT-00996,I am very disappointed with the level of service here.,mixed,negative,Lagos,twitter,2025-06-08
SNT-00997,Abeg I don tire. 10 days of nothing.,en,negative,Port Harcourt,facebook,2025-06-23
SNT-00998,Can you confirm whether the issue has been escalated?,pcm,neutral,Abuja,instagram,2025-06-24
SNT-00999,Very smooth experience. The app works perfectly now.,en,positive,Abuja,instagram,2025-06-17
SNT-01000,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,mixed,positive,Lagos,facebook,2025-06-03
SNT-01001,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,instagram,2025-06-13
SNT-01002,I was told to wait 8 days. It has now been 8 days.,pcm,neutral,Abuja,twitter,2025-06-01
SNT-01003,The issue was resolved very quickly. Excellent service.,en,positive,Port Harcourt,facebook,2025-06-03
SNT-01004,Outstanding customer support. Will definitely recommend.,pcm,positive,Lagos,twitter,2025-06-23
SNT-01005,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,twitter,2025-06-09
SNT-01006,This is the worst customer service I have ever experienced.,en,negative,Abuja,instagram,2025-06-15
SNT-01007,Abeg I don tire. 5 days of nothing.,en,negative,Lagos,twitter,2025-06-06
SNT-01008,Very smooth experience. The app works perfectly now.,en,positive,Ibadan,twitter,2025-06-23
SNT-01009,My ticket number is ORD-132403. Awaiting your response.,en,neutral,Kano,facebook,2025-06-18
SNT-01010,Una don receive my email? I need status update.,en,neutral,Lagos,twitter,2025-06-15
SNT-01011,Abeg e don work now. Una try well well. God bless.,en,positive,Kano,facebook,2025-06-21
SNT-01012,Una don receive my email? I need status update.,yo,neutral,Port Harcourt,twitter,2025-06-06
SNT-01013,Requesting update on the refund process for order ORD-202705.,en,neutral,Lagos,instagram,2025-06-23
SNT-01014,Still not resolved after 12 days. This is unacceptable.,en,negative,Kano,twitter,2025-06-06
SNT-01015,My complaint has been ignored for 13 days.,en,negative,Port Harcourt,instagram,2025-06-02
SNT-01016,I am very disappointed with the level of service here.,en,negative,Port Harcourt,twitter,2025-06-02
SNT-01017,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Port Harcourt,twitter,2025-06-05
SNT-01018,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,facebook,2025-06-06
SNT-01019,Very smooth experience. The app works perfectly now.,en,positive,Abuja,facebook,2025-06-21
SNT-01020,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-06
SNT-01021,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-28
SNT-01022,Please let me know the status of my request.,pcm,neutral,Lagos,twitter,2025-06-27
SNT-01023,I was told to wait 13 days. It has now been 13 days.,en,neutral,Kano,twitter,2025-06-12
SNT-01024,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-27
SNT-01025,Please let me know the status of my request.,pcm,neutral,Lagos,facebook,2025-06-19
SNT-01026,Requesting update on the refund process for order ORD-137771.,en,neutral,Abuja,instagram,2025-06-29
SNT-01027,Very smooth experience. The app works perfectly now.,en,positive,Lagos,instagram,2025-06-11
SNT-01028,This is the worst customer service I have ever experienced.,en,negative,Lagos,twitter,2025-06-07
SNT-01029,Requesting update on the refund process for order ORD-773724.,mixed,neutral,Kano,twitter,2025-06-22
SNT-01030,I was told to wait 7 days. It has now been 7 days.,en,neutral,Lagos,twitter,2025-06-17
SNT-01031,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Lagos,facebook,2025-06-08
SNT-01032,Still waiting. No response. Very frustrated.,en,negative,Port Harcourt,instagram,2025-06-01
SNT-01033,Una don receive my email? I need status update.,en,neutral,Port Harcourt,twitter,2025-06-19
SNT-01034,My complaint has been ignored for 11 days.,en,negative,Lagos,instagram,2025-06-24
SNT-01035,This is the worst customer service I have ever experienced.,pcm,negative,Lagos,instagram,2025-06-05
SNT-01036,This service has gone downhill. 6 years customer and this?,en,negative,Kano,instagram,2025-06-22
SNT-01037,I am following up on my complaint from 13 days ago.,yo,neutral,Kano,instagram,2025-06-25
SNT-01038,Terrible experience from start to finish. Will not return.,en,negative,Lagos,twitter,2025-06-25
SNT-01039,My ticket number is ORD-749252. Awaiting your response.,pcm,neutral,Ibadan,instagram,2025-06-01
SNT-01040,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-20
SNT-01041,I am following up on my complaint from 13 days ago.,yo,neutral,Lagos,twitter,2025-06-02
SNT-01042,I was told to wait 10 days. It has now been 10 days.,en,neutral,Lagos,twitter,2025-06-06
SNT-01043,I was told to wait 13 days. It has now been 13 days.,en,neutral,Abuja,twitter,2025-06-09
SNT-01044,Outstanding customer support. Will definitely recommend.,en,positive,Abuja,instagram,2025-06-20
SNT-01045,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,twitter,2025-06-04
SNT-01046,I was told to wait 1 days. It has now been 1 days.,en,neutral,Lagos,instagram,2025-06-01
SNT-01047,This service has gone downhill. 5 years customer and this?,en,negative,Kano,twitter,2025-06-10
SNT-01048,My ticket number is ORD-868663. Awaiting your response.,pcm,neutral,Lagos,twitter,2025-06-01
SNT-01049,Abeg I don tire. 5 days of nothing.,en,negative,Lagos,twitter,2025-06-23
SNT-01050,Abeg e don work now. Una try well well. God bless.,ha,positive,Lagos,twitter,2025-06-13
SNT-01051,The new update fixed all my issues. Great improvement.,pcm,positive,Lagos,twitter,2025-06-01
SNT-01052,I have submitted the required documents as requested.,en,neutral,Lagos,twitter,2025-06-14
SNT-01053,Abeg I don tire. 7 days of nothing.,en,negative,Lagos,facebook,2025-06-04
SNT-01054,I am very disappointed with the level of service here.,en,negative,Lagos,instagram,2025-06-20
SNT-01055,The issue was resolved very quickly. Excellent service.,pcm,positive,Lagos,facebook,2025-06-08
SNT-01056,Can you confirm whether the issue has been escalated?,pcm,neutral,Port Harcourt,twitter,2025-06-13
SNT-01057,Abeg I don tire. 10 days of nothing.,yo,negative,Abuja,twitter,2025-06-04
SNT-01058,I have submitted the required documents as requested.,en,neutral,Port Harcourt,twitter,2025-06-05
SNT-01059,The issue was resolved very quickly. Excellent service.,en,positive,Ibadan,twitter,2025-06-02
SNT-01060,I was told to wait 5 days. It has now been 5 days.,mixed,neutral,Abuja,twitter,2025-06-19
SNT-01061,Please let me know the status of my request.,en,neutral,Kano,twitter,2025-06-04
SNT-01062,My ticket number is ORD-832884. Awaiting your response.,en,neutral,Port Harcourt,instagram,2025-06-04
SNT-01063,The issue was resolved very quickly. Excellent service.,en,positive,Lagos,twitter,2025-06-24
SNT-01064,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Lagos,twitter,2025-06-22
SNT-01065,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,facebook,2025-06-02
SNT-01066,Requesting update on the refund process for order ORD-124750.,en,neutral,Kano,instagram,2025-06-04
SNT-01067,Can you confirm whether the issue has been escalated?,ha,neutral,Lagos,twitter,2025-06-01
SNT-01068,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Lagos,twitter,2025-06-10
SNT-01069,The new update fixed all my issues. Great improvement.,en,positive,Abuja,instagram,2025-06-19
SNT-01070,Still not resolved after 9 days. This is unacceptable.,en,negative,Ibadan,twitter,2025-06-11
SNT-01071,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,ha,negative,Kano,twitter,2025-06-15
SNT-01072,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,instagram,2025-06-19
SNT-01073,I am very disappointed with the level of service here.,en,negative,Ibadan,twitter,2025-06-09
SNT-01074,Very smooth experience. The app works perfectly now.,en,positive,Kano,twitter,2025-06-23
SNT-01075,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,twitter,2025-06-13
SNT-01076,E no fix at all. Una be waste of time. Very bad experience.,pcm,negative,Lagos,twitter,2025-06-09
SNT-01077,I was told to wait 7 days. It has now been 7 days.,en,neutral,Abuja,twitter,2025-06-11
SNT-01078,My complaint has been ignored for 2 days.,en,negative,Lagos,facebook,2025-06-05
SNT-01079,Still waiting. No response. Very frustrated.,en,negative,Port Harcourt,twitter,2025-06-28
SNT-01080,The issue was resolved very quickly. Excellent service.,pcm,positive,Abuja,twitter,2025-06-18
SNT-01081,Still waiting. No response. Very frustrated.,en,negative,Abuja,facebook,2025-06-11
SNT-01082,My complaint has been ignored for 7 days.,en,negative,Lagos,facebook,2025-06-12
SNT-01083,Outstanding customer support. Will definitely recommend.,en,positive,Kano,instagram,2025-06-02
SNT-01084,I was told to wait 1 days. It has now been 1 days.,mixed,neutral,Ibadan,twitter,2025-06-14
SNT-01085,Terrible experience from start to finish. Will not return.,pcm,negative,Lagos,instagram,2025-06-28
SNT-01086,This is the worst customer service I have ever experienced.,en,negative,Lagos,twitter,2025-06-25
SNT-01087,Requesting update on the refund process for order ORD-284804.,pcm,neutral,Lagos,twitter,2025-06-01
SNT-01088,Abeg e don work now. Una try well well. God bless.,en,positive,Abuja,twitter,2025-06-29
SNT-01089,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Kano,twitter,2025-06-09
SNT-01090,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,instagram,2025-06-07
SNT-01091,I am impressed by how fast the team responded to my complaint.,en,positive,Kano,twitter,2025-06-05
SNT-01092,I am following up on my complaint from 2 days ago.,en,neutral,Lagos,instagram,2025-06-22
SNT-01093,This is the worst customer service I have ever experienced.,en,negative,Lagos,facebook,2025-06-16
SNT-01094,This service has gone downhill. 3 years customer and this?,en,negative,Abuja,twitter,2025-06-27
SNT-01095,This is the worst customer service I have ever experienced.,pcm,negative,Kano,facebook,2025-06-11
SNT-01096,Very smooth experience. The app works perfectly now.,en,positive,Kano,instagram,2025-06-20
SNT-01097,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Ibadan,twitter,2025-06-28
SNT-01098,Abeg e don work now. Una try well well. God bless.,en,positive,Kano,facebook,2025-06-19
SNT-01099,Still waiting. No response. Very frustrated.,en,negative,Abuja,instagram,2025-06-27
SNT-01100,Abeg e don work now. Una try well well. God bless.,en,positive,Abuja,twitter,2025-06-09
SNT-01101,I am following up on my complaint from 10 days ago.,en,neutral,Abuja,twitter,2025-06-04
SNT-01102,I was told to wait 7 days. It has now been 7 days.,en,neutral,Lagos,twitter,2025-06-05
SNT-01103,I am following up on my complaint from 8 days ago.,en,neutral,Lagos,facebook,2025-06-19
SNT-01104,I have submitted the required documents as requested.,en,neutral,Kano,facebook,2025-06-24
SNT-01105,The new update fixed all my issues. Great improvement.,pcm,positive,Lagos,twitter,2025-06-14
SNT-01106,I am following up on my complaint from 8 days ago.,en,neutral,Port Harcourt,twitter,2025-06-14
SNT-01107,Still not resolved after 12 days. This is unacceptable.,en,negative,Port Harcourt,twitter,2025-06-06
SNT-01108,I am very disappointed with the level of service here.,en,negative,Lagos,twitter,2025-06-29
SNT-01109,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-25
SNT-01110,Still waiting. No response. Very frustrated.,pcm,negative,Ibadan,twitter,2025-06-22
SNT-01111,Still waiting. No response. Very frustrated.,en,negative,Abuja,twitter,2025-06-15
SNT-01112,I am following up on my complaint from 2 days ago.,en,neutral,Kano,facebook,2025-06-15
SNT-01113,My complaint has been ignored for 4 days.,en,negative,Abuja,facebook,2025-06-13
SNT-01114,I was told to wait 12 days. It has now been 12 days.,en,neutral,Lagos,twitter,2025-06-27
SNT-01115,I am very disappointed with the level of service here.,mixed,negative,Port Harcourt,twitter,2025-06-25
SNT-01116,Still waiting. No response. Very frustrated.,en,negative,Ibadan,instagram,2025-06-19
SNT-01117,Abeg I don tire. 11 days of nothing.,en,negative,Lagos,facebook,2025-06-18
SNT-01118,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Ibadan,instagram,2025-06-22
SNT-01119,Please let me know the status of my request.,en,neutral,Lagos,instagram,2025-06-12
SNT-01120,This is the worst customer service I have ever experienced.,pcm,negative,Lagos,instagram,2025-06-24
SNT-01121,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-01
SNT-01122,I am following up on my complaint from 10 days ago.,en,neutral,Ibadan,twitter,2025-06-28
SNT-01123,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Abuja,instagram,2025-06-30
SNT-01124,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,twitter,2025-06-01
SNT-01125,Una don receive my email? I need status update.,en,neutral,Abuja,twitter,2025-06-08
SNT-01126,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-24
SNT-01127,This is the worst customer service I have ever experienced.,en,negative,Abuja,twitter,2025-06-01
SNT-01128,I have submitted the required documents as requested.,mixed,neutral,Kano,facebook,2025-06-12
SNT-01129,Abeg I don tire. 12 days of nothing.,en,negative,Lagos,instagram,2025-06-20
SNT-01130,Una don receive my email? I need status update.,en,neutral,Lagos,twitter,2025-06-29
SNT-01131,This is the worst customer service I have ever experienced.,mixed,negative,Lagos,twitter,2025-06-28
SNT-01132,This service has gone downhill. 5 years customer and this?,en,negative,Lagos,facebook,2025-06-04
SNT-01133,This is the worst customer service I have ever experienced.,en,negative,Kano,instagram,2025-06-03
SNT-01134,This service has gone downhill. 6 years customer and this?,yo,negative,Lagos,facebook,2025-06-21
SNT-01135,I have submitted the required documents as requested.,en,neutral,Abuja,facebook,2025-06-18
SNT-01136,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-15
SNT-01137,Outstanding customer support. Will definitely recommend.,en,positive,Abuja,instagram,2025-06-27
SNT-01138,I am following up on my complaint from 7 days ago.,mixed,neutral,Lagos,instagram,2025-06-09
SNT-01139,Can you confirm whether the issue has been escalated?,pcm,neutral,Lagos,facebook,2025-06-23
SNT-01140,My complaint has been ignored for 2 days.,en,negative,Ibadan,facebook,2025-06-03
SNT-01141,Outstanding customer support. Will definitely recommend.,pcm,positive,Lagos,twitter,2025-06-25
SNT-01142,Please let me know the status of my request.,pcm,neutral,Kano,twitter,2025-06-03
SNT-01143,I am following up on my complaint from 8 days ago.,pcm,neutral,Lagos,instagram,2025-06-30
SNT-01144,This service has gone downhill. 5 years customer and this?,en,negative,Abuja,twitter,2025-06-01
SNT-01145,Terrible experience from start to finish. Will not return.,en,negative,Ibadan,twitter,2025-06-28
SNT-01146,I was told to wait 14 days. It has now been 14 days.,en,neutral,Abuja,instagram,2025-06-26
SNT-01147,Outstanding customer support. Will definitely recommend.,en,positive,Ibadan,twitter,2025-06-17
SNT-01148,E no fix at all. Una be waste of time. Very bad experience.,pcm,negative,Abuja,instagram,2025-06-01
SNT-01149,Still waiting. No response. Very frustrated.,en,negative,Kano,twitter,2025-06-15
SNT-01150,This service has gone downhill. 6 years customer and this?,en,negative,Lagos,facebook,2025-06-23
SNT-01151,Requesting update on the refund process for order ORD-957486.,pcm,neutral,Abuja,facebook,2025-06-14
SNT-01152,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,twitter,2025-06-16
SNT-01153,I am impressed by how fast the team responded to my complaint.,pcm,positive,Lagos,twitter,2025-06-06
SNT-01154,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,twitter,2025-06-20
SNT-01155,Still waiting. No response. Very frustrated.,en,negative,Ibadan,instagram,2025-06-22
SNT-01156,I was told to wait 14 days. It has now been 14 days.,mixed,neutral,Port Harcourt,facebook,2025-06-03
SNT-01157,The issue was resolved very quickly. Excellent service.,en,positive,Ibadan,facebook,2025-06-15
SNT-01158,I am following up on my complaint from 12 days ago.,pcm,neutral,Lagos,twitter,2025-06-07
SNT-01159,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,twitter,2025-06-19
SNT-01160,Abeg I don tire. 7 days of nothing.,en,negative,Port Harcourt,twitter,2025-06-24
SNT-01161,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,twitter,2025-06-05
SNT-01162,I am following up on my complaint from 5 days ago.,pcm,neutral,Lagos,facebook,2025-06-16
SNT-01163,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,yo,negative,Abuja,instagram,2025-06-05
SNT-01164,This service has gone downhill. 6 years customer and this?,pcm,negative,Kano,twitter,2025-06-22
SNT-01165,Still not resolved after 12 days. This is unacceptable.,en,negative,Lagos,instagram,2025-06-10
SNT-01166,The new update fixed all my issues. Great improvement.,mixed,positive,Kano,twitter,2025-06-05
SNT-01167,The issue was resolved very quickly. Excellent service.,mixed,positive,Ibadan,facebook,2025-06-10
SNT-01168,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,twitter,2025-06-25
SNT-01169,Abeg I don tire. 9 days of nothing.,en,negative,Abuja,twitter,2025-06-23
SNT-01170,The issue was resolved very quickly. Excellent service.,pcm,positive,Kano,facebook,2025-06-13
SNT-01171,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,facebook,2025-06-14
SNT-01172,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-12
SNT-01173,Abeg e don work now. Una try well well. God bless.,yo,positive,Lagos,instagram,2025-06-19
SNT-01174,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,facebook,2025-06-14
SNT-01175,Terrible experience from start to finish. Will not return.,en,negative,Abuja,instagram,2025-06-02
SNT-01176,I am very disappointed with the level of service here.,mixed,negative,Ibadan,twitter,2025-06-24
SNT-01177,Outstanding customer support. Will definitely recommend.,ha,positive,Abuja,twitter,2025-06-29
SNT-01178,E don fix. Una be the best! Thank you so much.,pcm,positive,Port Harcourt,facebook,2025-06-07
SNT-01179,E don fix. Una be the best! Thank you so much.,mixed,positive,Lagos,facebook,2025-06-27
SNT-01180,Una don receive my email? I need status update.,mixed,neutral,Lagos,facebook,2025-06-17
SNT-01181,Abeg I don tire. 13 days of nothing.,pcm,negative,Lagos,facebook,2025-06-05
SNT-01182,Abeg I don tire. 6 days of nothing.,pcm,negative,Ibadan,facebook,2025-06-29
SNT-01183,This service has gone downhill. 3 years customer and this?,pcm,negative,Abuja,instagram,2025-06-23
SNT-01184,I was told to wait 11 days. It has now been 11 days.,en,neutral,Abuja,instagram,2025-06-30
SNT-01185,Requesting update on the refund process for order ORD-396990.,en,neutral,Lagos,instagram,2025-06-04
SNT-01186,My refund arrived. Thank you for the quick turnaround.,en,positive,Abuja,facebook,2025-06-06
SNT-01187,Still not resolved after 8 days. This is unacceptable.,en,negative,Kano,instagram,2025-06-11
SNT-01188,Requesting update on the refund process for order ORD-928785.,en,neutral,Lagos,twitter,2025-06-18
SNT-01189,I have submitted the required documents as requested.,en,neutral,Lagos,instagram,2025-06-24
SNT-01190,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,instagram,2025-06-23
SNT-01191,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,instagram,2025-06-09
SNT-01192,This service has gone downhill. 5 years customer and this?,en,negative,Lagos,instagram,2025-06-11
SNT-01193,Abeg I don tire. 12 days of nothing.,pcm,negative,Kano,instagram,2025-06-03
SNT-01194,I am following up on my complaint from 4 days ago.,pcm,neutral,Lagos,instagram,2025-06-04
SNT-01195,Outstanding customer support. Will definitely recommend.,pcm,positive,Lagos,facebook,2025-06-23
SNT-01196,Abeg I don tire. 3 days of nothing.,en,negative,Lagos,twitter,2025-06-03
SNT-01197,My complaint has been ignored for 7 days.,en,negative,Port Harcourt,twitter,2025-06-12
SNT-01198,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-28
SNT-01199,I am impressed by how fast the team responded to my complaint.,en,positive,Port Harcourt,twitter,2025-06-27
SNT-01200,Still waiting. No response. Very frustrated.,en,negative,Kano,twitter,2025-06-15
SNT-01201,Still waiting. No response. Very frustrated.,en,negative,Kano,facebook,2025-06-07
SNT-01202,Abeg e don work now. Una try well well. God bless.,en,positive,Kano,twitter,2025-06-18
SNT-01203,This is the worst customer service I have ever experienced.,en,negative,Kano,twitter,2025-06-17
SNT-01204,Still waiting. No response. Very frustrated.,en,negative,Abuja,instagram,2025-06-24
SNT-01205,Outstanding customer support. Will definitely recommend.,en,positive,Ibadan,twitter,2025-06-28
SNT-01206,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Lagos,twitter,2025-06-10
SNT-01207,Terrible experience from start to finish. Will not return.,yo,negative,Lagos,instagram,2025-06-17
SNT-01208,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-22
SNT-01209,This is the worst customer service I have ever experienced.,pcm,negative,Lagos,facebook,2025-06-25
SNT-01210,Can you confirm whether the issue has been escalated?,en,neutral,Ibadan,twitter,2025-06-03
SNT-01211,I am following up on my complaint from 5 days ago.,en,neutral,Port Harcourt,instagram,2025-06-06
SNT-01212,Abeg I don tire. 11 days of nothing.,en,negative,Abuja,instagram,2025-06-25
SNT-01213,My refund arrived. Thank you for the quick turnaround.,en,positive,Abuja,instagram,2025-06-17
SNT-01214,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,instagram,2025-06-07
SNT-01215,I am very disappointed with the level of service here.,en,negative,Lagos,twitter,2025-06-17
SNT-01216,Still not resolved after 4 days. This is unacceptable.,mixed,negative,Kano,instagram,2025-06-13
SNT-01217,I am following up on my complaint from 6 days ago.,en,neutral,Lagos,instagram,2025-06-24
SNT-01218,The issue was resolved very quickly. Excellent service.,en,positive,Port Harcourt,facebook,2025-06-23
SNT-01219,I am following up on my complaint from 4 days ago.,mixed,neutral,Lagos,twitter,2025-06-30
SNT-01220,This is the worst customer service I have ever experienced.,ha,negative,Lagos,twitter,2025-06-13
SNT-01221,I am very disappointed with the level of service here.,en,negative,Ibadan,facebook,2025-06-09
SNT-01222,The issue was resolved very quickly. Excellent service.,en,positive,Abuja,twitter,2025-06-18
SNT-01223,E don fix. Una be the best! Thank you so much.,en,positive,Lagos,instagram,2025-06-24
SNT-01224,Outstanding customer support. Will definitely recommend.,pcm,positive,Port Harcourt,facebook,2025-06-25
SNT-01225,E don fix. Una be the best! Thank you so much.,yo,positive,Abuja,instagram,2025-06-07
SNT-01226,Una don receive my email? I need status update.,en,neutral,Kano,twitter,2025-06-10
SNT-01227,My complaint has been ignored for 2 days.,en,negative,Lagos,facebook,2025-06-21
SNT-01228,My complaint has been ignored for 3 days.,pcm,negative,Lagos,twitter,2025-06-06
SNT-01229,Finally sorted! The agent was very professional and helpful.,pcm,positive,Kano,facebook,2025-06-10
SNT-01230,I am very disappointed with the level of service here.,en,negative,Abuja,twitter,2025-06-13
SNT-01231,I am very disappointed with the level of service here.,en,negative,Lagos,instagram,2025-06-11
SNT-01232,Still waiting. No response. Very frustrated.,pcm,negative,Ibadan,facebook,2025-06-16
SNT-01233,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,facebook,2025-06-11
SNT-01234,I am impressed by how fast the team responded to my complaint.,en,positive,Ibadan,twitter,2025-06-06
SNT-01235,My refund arrived. Thank you for the quick turnaround.,en,positive,Ibadan,twitter,2025-06-08
SNT-01236,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-18
SNT-01237,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,twitter,2025-06-14
SNT-01238,Una don receive my email? I need status update.,en,neutral,Port Harcourt,twitter,2025-06-10
SNT-01239,I was told to wait 9 days. It has now been 9 days.,yo,neutral,Abuja,twitter,2025-06-27
SNT-01240,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Abuja,instagram,2025-06-09
SNT-01241,Finally sorted! The agent was very professional and helpful.,en,positive,Ibadan,instagram,2025-06-06
SNT-01242,E don fix. Una be the best! Thank you so much.,en,positive,Kano,instagram,2025-06-23
SNT-01243,Abeg e don work now. Una try well well. God bless.,yo,positive,Abuja,instagram,2025-06-05
SNT-01244,Still waiting. No response. Very frustrated.,yo,negative,Lagos,instagram,2025-06-20
SNT-01245,Finally sorted! The agent was very professional and helpful.,en,positive,Kano,twitter,2025-06-18
SNT-01246,My refund arrived. Thank you for the quick turnaround.,en,positive,Abuja,twitter,2025-06-12
SNT-01247,Can you confirm whether the issue has been escalated?,en,neutral,Lagos,twitter,2025-06-19
SNT-01248,I am impressed by how fast the team responded to my complaint.,pcm,positive,Ibadan,twitter,2025-06-16
SNT-01249,Una don receive my email? I need status update.,en,neutral,Abuja,facebook,2025-06-20
SNT-01250,Still waiting. No response. Very frustrated.,en,negative,Lagos,facebook,2025-06-03
SNT-01251,Una don receive my email? I need status update.,en,neutral,Kano,instagram,2025-06-08
SNT-01252,Finally sorted! The agent was very professional and helpful.,mixed,positive,Lagos,instagram,2025-06-21
SNT-01253,Can you confirm whether the issue has been escalated?,yo,neutral,Kano,facebook,2025-06-07
SNT-01254,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,instagram,2025-06-04
SNT-01255,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-09
SNT-01256,This service has gone downhill. 4 years customer and this?,en,negative,Port Harcourt,twitter,2025-06-04
SNT-01257,My complaint has been ignored for 9 days.,en,negative,Lagos,instagram,2025-06-14
SNT-01258,Abeg I don tire. 6 days of nothing.,pcm,negative,Lagos,instagram,2025-06-09
SNT-01259,Abeg I don tire. 5 days of nothing.,en,negative,Lagos,twitter,2025-06-13
